purchase_time,event_name,ticket_tier,tickets_bought,face_value,service_fee,total_charge,buyer_location,is_reseller
2023-10-02 13:43:00,Tech Expo,Balcony,1,300,41.13,598.72,International,False
2023-10-02 13:44:00,Rock Fest '24,General Admin,5,50,33.48,157.33,International,False
2023-10-02 13:45:00,Comedy Night,VIP,4,50,22.72,802.71,Out of State,True
2023-10-02 13:46:00,Tech Expo,Balcony,2,25,26.28,2326.42,International,False
2023-10-02 13:47:00,Tech Expo,Balcony,1,150,32.57,2225.31,International,False
2023-10-02 13:48:00,Comedy Night,Early Bird,5,150,11.78,2457.88,Local,False
2023-10-02 13:49:00,Rock Fest '24,Early Bird,2,50,13.77,38.07,Local,False
2023-10-02 13:50:00,Tech Expo,General Admin,2,300,37.11,622.55,International,True
2023-10-02 13:51:00,Symphony Orchestra,Balcony,5,50,38.48,1034.01,Out of State,True
2023-10-02 13:52:00,Rock Fest '24,VIP,3,300,10.94,722.24,Out of State,False
2023-10-02 13:53:00,Tech Expo,Early Bird,2,300,7.39,1730.09,Local,False
2023-10-02 13:54:00,Rock Fest '24,Balcony,4,50,13.38,1344.62,Local,False
2023-10-02 13:55:00,Rock Fest '24,General Admin,5,25,27.26,196.7,Local,False
2023-10-02 13:56:00,Symphony Orchestra,Early Bird,2,150,21.87,1109.58,Local,False
2023-10-02 13:57:00,Comedy Night,VIP,2,25,18.27,1820.29,International,True
2023-10-02 13:58:00,Symphony Orchestra,VIP,7,25,14.38,802.47,Local,False
2023-10-02 13:59:00,Rock Fest '24,General Admin,6,150,32.61,1368.6,Out of State,False
2023-10-02 14:00:00,Tech Expo,Early Bird,6,150,35.85,929.53,Out of State,False
2023-10-02 14:01:00,Tech Expo,General Admin,2,300,41.67,1357.21,International,False
2023-10-02 14:02:00,Rock Fest '24,Early Bird,5,300,37.93,1284.27,Local,False
2023-10-02 14:03:00,Comedy Night,General Admin,5,300,28.05,271.4,International,False
2023-10-02 14:04:00,Comedy Night,Balcony,5,300,40.17,1416.13,International,False
2023-10-02 14:05:00,Rock Fest '24,Early Bird,5,300,34.35,252.31,International,False
2023-10-02 14:06:00,Comedy Night,Balcony,1,50,25.88,858.87,Local,False
2023-10-02 14:07:00,Rock Fest '24,VIP,7,300,27.88,335.21,International,False
2023-10-02 14:08:00,Rock Fest '24,VIP,6,150,37.12,1245.08,Out of State,False
2023-10-02 14:09:00,Symphony Orchestra,Balcony,5,50,12.53,1798.44,International,False
2023-10-02 14:10:00,Tech Expo,General Admin,7,50,8.31,765.04,Out of State,False
2023-10-02 14:11:00,Comedy Night,General Admin,7,150,10.75,825.17,Out of State,False
2023-10-02 14:12:00,Tech Expo,Early Bird,6,50,20.14,1475.49,Out of State,False
2023-10-02 14:13:00,Comedy Night,General Admin,5,150,15.12,822.27,Local,False
2023-10-02 14:14:00,Comedy Night,VIP,6,50,23.71,1438.33,Local,True
2023-10-02 14:15:00,Rock Fest '24,VIP,3,25,36.65,2394.27,Local,False
2023-10-02 14:16:00,Comedy Night,Balcony,2,150,29.21,1204.24,Out of State,False
2023-10-02 14:17:00,Rock Fest '24,Balcony,3,50,38.97,1877.01,International,True
2023-10-02 14:18:00,Symphony Orchestra,Early Bird,1,50,27.74,237.17,Out of State,False
2023-10-02 14:19:00,Tech Expo,VIP,5,300,42.2,2031.05,Out of State,False
2023-10-02 14:20:00,Tech Expo,General Admin,2,300,7.38,1075.37,Out of State,False
2023-10-02 14:21:00,Rock Fest '24,Balcony,1,50,7.28,613.7,International,False
2023-10-02 14:22:00,Tech Expo,VIP,7,300,37.81,250.26,Local,False
2023-10-02 14:23:00,Tech Expo,VIP,4,25,7.5,815.44,Out of State,True
2023-10-02 14:24:00,Symphony Orchestra,VIP,4,150,5.85,1375.93,Local,False
2023-10-02 14:25:00,Symphony Orchestra,Balcony,1,150,37.58,1915.07,International,False
2023-10-02 14:26:00,Symphony Orchestra,General Admin,3,150,13.01,1430.11,International,False
2023-10-02 14:27:00,Rock Fest '24,VIP,4,25,32.27,1862.14,Out of State,False
2023-10-02 14:28:00,Rock Fest '24,Early Bird,6,150,16.44,192.75,Local,False
2023-10-02 14:29:00,Tech Expo,Early Bird,2,150,32.96,2415.74,Local,False
2023-10-02 14:30:00,Rock Fest '24,Early Bird,3,300,38.37,1042.56,International,False
2023-10-02 14:31:00,Rock Fest '24,General Admin,2,50,26.23,2416.52,International,False
2023-10-02 14:32:00,Comedy Night,Balcony,1,150,13.29,279.13,Local,False
2023-10-02 14:33:00,Comedy Night,Early Bird,1,25,10.73,1031.12,International,False
2023-10-02 14:34:00,Rock Fest '24,Balcony,3,25,28.97,238.54,Local,False
2023-10-02 14:35:00,Comedy Night,General Admin,1,300,26.7,1587.21,Local,True
2023-10-02 14:36:00,Comedy Night,Early Bird,2,300,19.31,1983.96,International,False
2023-10-02 14:37:00,Tech Expo,VIP,1,300,6.02,1990.09,Local,False
2023-10-02 14:38:00,Symphony Orchestra,General Admin,4,25,36.8,39.52,Local,False
2023-10-02 14:39:00,Symphony Orchestra,VIP,5,300,35.14,425.78,Local,False
2023-10-02 14:40:00,Comedy Night,Balcony,2,300,13.36,1503.7,International,False
2023-10-02 14:41:00,Rock Fest '24,Balcony,2,150,29.36,946.16,Out of State,False
2023-10-02 14:42:00,Comedy Night,Balcony,1,150,18.29,265.62,International,False
2023-10-02 14:43:00,Symphony Orchestra,Early Bird,4,300,26.33,375.02,Out of State,False
2023-10-02 14:44:00,Rock Fest '24,Balcony,4,50,11.18,1418.88,International,False
2023-10-02 14:45:00,Rock Fest '24,Early Bird,1,25,44.75,270.9,Local,False
2023-10-02 14:46:00,Symphony Orchestra,General Admin,2,150,35.29,1430.69,Local,False
2023-10-02 14:47:00,Comedy Night,Balcony,5,50,26.73,2087.54,Local,False
2023-10-02 14:48:00,Tech Expo,General Admin,1,25,11.14,1608.12,International,False
2023-10-02 14:49:00,Comedy Night,Early Bird,7,150,13.8,1502.15,Local,False
2023-10-02 14:50:00,Rock Fest '24,VIP,4,300,14.81,553.06,Out of State,False
2023-10-02 14:51:00,Rock Fest '24,Balcony,2,25,42.8,1193.86,Local,False
2023-10-02 14:52:00,Symphony Orchestra,Early Bird,1,25,40.14,2140.03,Local,False
2023-10-02 14:53:00,Rock Fest '24,Balcony,1,300,9.05,36.23,Local,False
2023-10-02 14:54:00,Symphony Orchestra,General Admin,4,25,28.56,410.97,International,False
2023-10-02 14:55:00,Tech Expo,Early Bird,4,300,11.16,1276.62,Out of State,False
2023-10-02 14:56:00,Comedy Night,Early Bird,1,50,16.11,1318.91,International,False
2023-10-02 14:57:00,Tech Expo,VIP,4,150,21.91,2115.33,Local,False
2023-10-02 14:58:00,Tech Expo,Balcony,2,50,24.61,1530.4,Out of State,False
2023-10-02 14:59:00,Tech Expo,General Admin,4,300,20.74,778.46,Local,False
2023-10-02 15:00:00,Comedy Night,Early Bird,4,25,36.49,1106.98,Local,False
2023-10-02 15:01:00,Symphony Orchestra,Early Bird,5,300,5.54,1404.5,Out of State,False
2023-10-02 15:02:00,Comedy Night,Early Bird,6,150,13.92,1980.03,International,False
2023-10-02 15:03:00,Comedy Night,VIP,4,300,20.05,1666.54,Out of State,False
2023-10-02 15:04:00,Tech Expo,General Admin,3,150,42.36,442.25,Local,False
2023-10-02 15:05:00,Rock Fest '24,General Admin,1,50,10.54,1467.53,Local,False
2023-10-02 15:06:00,Tech Expo,General Admin,2,300,5.9,1142.85,International,False
2023-10-02 15:07:00,Symphony Orchestra,VIP,5,150,10.2,761.18,Out of State,False
2023-10-02 15:08:00,Rock Fest '24,VIP,1,50,26.9,907.69,International,False
2023-10-02 15:09:00,Tech Expo,Balcony,3,300,42.41,195.45,International,False
2023-10-02 15:10:00,Symphony Orchestra,General Admin,2,50,31.49,795.89,International,False
2023-10-02 15:11:00,Rock Fest '24,Balcony,2,25,44.99,540.71,Out of State,False
2023-10-02 15:12:00,Comedy Night,General Admin,2,50,35.78,204.77,Local,False
2023-10-02 15:13:00,Comedy Night,Early Bird,6,150,30.38,542.76,International,False
2023-10-02 15:14:00,Tech Expo,Early Bird,3,300,39.16,1222.88,Local,False
2023-10-02 15:15:00,Comedy Night,General Admin,3,150,12.43,405.14,Out of State,False
2023-10-02 15:16:00,Tech Expo,Early Bird,4,150,11.81,135.62,Out of State,False
2023-10-02 15:17:00,Symphony Orchestra,Early Bird,5,300,33.23,2295.01,International,False
2023-10-02 15:18:00,Symphony Orchestra,Balcony,2,25,13.76,1261.34,Local,False
2023-10-02 15:19:00,Rock Fest '24,Balcony,5,50,15.57,2379.59,Local,False
2023-10-02 15:20:00,Rock Fest '24,General Admin,4,50,8.28,1498.1,International,False
2023-10-02 15:21:00,Tech Expo,VIP,5,300,12.2,1940.57,Out of State,False
2023-10-02 15:22:00,Rock Fest '24,Early Bird,3,300,18.03,294.07,Out of State,False
2023-10-02 15:23:00,Symphony Orchestra,General Admin,4,150,39.63,2149.79,International,False
2023-10-02 15:24:00,Comedy Night,General Admin,3,300,40.71,1640.33,Out of State,False
2023-10-02 15:25:00,Rock Fest '24,Early Bird,1,50,37.7,2413.98,International,False
2023-10-02 15:26:00,Rock Fest '24,General Admin,5,300,26.06,2214.97,Out of State,False
2023-10-02 15:27:00,Rock Fest '24,Balcony,3,50,21.07,1473.85,International,False
2023-10-02 15:28:00,Symphony Orchestra,General Admin,7,50,36.52,36.85,Local,False
2023-10-02 15:29:00,Tech Expo,General Admin,1,150,20.22,377.79,Out of State,False
2023-10-02 15:30:00,Symphony Orchestra,VIP,2,25,21.21,1377.13,International,False
2023-10-02 15:31:00,Symphony Orchestra,Balcony,1,150,15.53,1819.81,Local,False
2023-10-02 15:32:00,Rock Fest '24,Early Bird,4,150,36.05,2164.15,International,False
2023-10-02 15:33:00,Comedy Night,VIP,6,25,12.45,1096.21,Local,False
2023-10-02 15:34:00,Symphony Orchestra,VIP,2,150,15.4,473.51,International,False
2023-10-02 15:35:00,Rock Fest '24,Balcony,7,25,38.12,1666.63,Local,False
2023-10-02 15:36:00,Symphony Orchestra,VIP,2,50,17.31,1534.43,International,False
2023-10-02 15:37:00,Symphony Orchestra,General Admin,5,300,14.55,1207.3,International,False
2023-10-02 15:38:00,Comedy Night,VIP,1,50,38.01,951.46,International,False
2023-10-02 15:39:00,Comedy Night,Early Bird,2,300,7.21,2024.91,Out of State,False
2023-10-02 15:40:00,Symphony Orchestra,General Admin,6,300,14.87,2498.85,International,False
2023-10-02 15:41:00,Rock Fest '24,Early Bird,7,25,26.86,1617.06,Out of State,False
2023-10-02 15:42:00,Comedy Night,General Admin,4,300,24.46,619.08,Local,False
2023-10-02 15:43:00,Comedy Night,VIP,7,50,39.68,1172.2,Out of State,False
2023-10-02 15:44:00,Rock Fest '24,VIP,6,50,40.17,1300.35,Local,False
2023-10-02 15:45:00,Comedy Night,Early Bird,6,50,38.12,2457.7,Out of State,False
2023-10-02 15:46:00,Comedy Night,Balcony,3,300,25.35,2192.9,International,False
2023-10-02 15:47:00,Symphony Orchestra,Balcony,4,150,26.39,850.22,Local,False
2023-10-02 15:48:00,Tech Expo,Early Bird,4,25,6.87,833.52,Local,False
2023-10-02 15:49:00,Symphony Orchestra,General Admin,7,300,14.34,2185.3,Local,False
2023-10-02 15:50:00,Tech Expo,VIP,3,50,24.38,1248.14,Local,False
2023-10-02 15:51:00,Tech Expo,Early Bird,5,25,29.62,146.97,International,False
2023-10-02 15:52:00,Tech Expo,Early Bird,2,150,38.61,471.16,Out of State,False
2023-10-02 15:53:00,Tech Expo,Early Bird,6,50,37.08,367.6,Local,False
2023-10-02 15:54:00,Comedy Night,General Admin,4,25,20.4,1470.14,Out of State,False
2023-10-02 15:55:00,Rock Fest '24,VIP,3,25,29.43,122.15,Local,False
2023-10-02 15:56:00,Comedy Night,Balcony,4,50,31.14,1029.48,Out of State,False
2023-10-02 15:57:00,Comedy Night,General Admin,5,300,17.91,1225.21,Out of State,False
2023-10-02 15:58:00,Rock Fest '24,General Admin,4,300,14.63,1194.42,Out of State,False
2023-10-02 15:59:00,Rock Fest '24,General Admin,1,50,17.21,363.95,Local,False
2023-10-02 16:00:00,Symphony Orchestra,General Admin,6,300,17.85,2169.11,International,False
2023-10-02 16:01:00,Tech Expo,Early Bird,6,300,6.15,283.18,Out of State,False
2023-10-02 16:02:00,Comedy Night,Early Bird,1,300,31.2,2107.37,Out of State,False
2023-10-02 16:03:00,Symphony Orchestra,Early Bird,1,150,21.25,2181.93,Out of State,False
2023-10-02 16:04:00,Rock Fest '24,General Admin,7,50,43.81,867.0,International,False
2023-10-02 16:05:00,Symphony Orchestra,Early Bird,5,150,23.54,201.67,International,False
2023-10-02 16:06:00,Tech Expo,Early Bird,3,50,28.47,1346.13,Local,False
2023-10-02 16:07:00,Symphony Orchestra,VIP,4,150,32.15,71.18,International,False
2023-10-02 16:08:00,Tech Expo,General Admin,2,300,10.17,514.64,Out of State,False
2023-10-02 16:09:00,Rock Fest '24,Balcony,2,25,41.29,40.68,International,False
2023-10-02 16:10:00,Tech Expo,Balcony,6,25,27.64,2069.85,Out of State,False
2023-10-02 16:11:00,Tech Expo,General Admin,1,25,14.95,678.31,Out of State,False
2023-10-02 16:12:00,Tech Expo,Early Bird,7,150,35.69,1636.2,Local,True
2023-10-02 16:13:00,Symphony Orchestra,Early Bird,7,25,11.87,540.03,International,False
2023-10-02 16:14:00,Comedy Night,VIP,3,150,37.6,2015.88,Local,False
2023-10-02 16:15:00,Tech Expo,General Admin,6,150,41.89,797.35,Local,False
2023-10-02 16:16:00,Rock Fest '24,Early Bird,2,150,12.96,954.19,Local,False
2023-10-02 16:17:00,Comedy Night,General Admin,2,300,14.44,1863.67,Out of State,True
2023-10-02 16:18:00,Tech Expo,Early Bird,2,150,18.43,2211.45,Out of State,False
2023-10-02 16:19:00,Tech Expo,General Admin,5,50,9.16,1447.49,Out of State,False
2023-10-02 16:20:00,Rock Fest '24,General Admin,6,50,6.49,161.36,International,False
2023-10-02 16:21:00,Comedy Night,Early Bird,7,150,41.23,1088.14,Out of State,False
2023-10-02 16:22:00,Rock Fest '24,VIP,1,50,12.96,1645.33,International,False
2023-10-02 16:23:00,Tech Expo,General Admin,7,150,23.45,1314.2,Out of State,False
2023-10-02 16:24:00,Symphony Orchestra,Balcony,4,50,14.69,32.04,Out of State,False
2023-10-02 16:25:00,Rock Fest '24,General Admin,4,150,5.63,2299.12,Local,False
2023-10-02 16:26:00,Comedy Night,Early Bird,1,300,33.78,942.04,Local,False
2023-10-02 16:27:00,Tech Expo,VIP,4,25,22.94,1602.03,Local,False
2023-10-02 16:28:00,Symphony Orchestra,Balcony,4,150,23.51,1716.14,Local,False
2023-10-02 16:29:00,Tech Expo,Early Bird,3,25,28.27,1134.07,Local,False
2023-10-02 16:30:00,Rock Fest '24,Early Bird,3,150,36.43,1161.17,Out of State,False
2023-10-02 16:31:00,Symphony Orchestra,VIP,5,50,12.36,1498.78,Out of State,True
2023-10-02 16:32:00,Tech Expo,Early Bird,2,50,15.31,1823.73,Local,False
2023-10-02 16:33:00,Symphony Orchestra,Early Bird,1,150,37.1,254.12,International,False
2023-10-02 16:34:00,Symphony Orchestra,Balcony,5,150,28.96,1627.14,Local,False
2023-10-02 16:35:00,Rock Fest '24,General Admin,5,150,35.51,2141.71,Local,False
2023-10-02 16:36:00,Rock Fest '24,Early Bird,1,150,34.13,634.19,Local,False
2023-10-02 16:37:00,Symphony Orchestra,Early Bird,4,25,24.28,380.09,Local,False
2023-10-02 16:38:00,Symphony Orchestra,Balcony,1,150,6.39,495.21,Out of State,False
2023-10-02 16:39:00,Symphony Orchestra,General Admin,7,150,10.09,505.58,Local,False
2023-10-02 16:40:00,Symphony Orchestra,General Admin,3,50,35.25,146.52,Local,False
2023-10-02 16:41:00,Tech Expo,General Admin,2,25,30.57,962.21,Local,False
2023-10-02 16:42:00,Rock Fest '24,VIP,7,300,34.21,1580.3,Local,False
2023-10-02 16:43:00,Symphony Orchestra,Balcony,6,300,25.96,1814.89,International,False
2023-10-02 16:44:00,Tech Expo,Early Bird,2,300,10.95,1846.15,International,False
2023-10-02 16:45:00,Tech Expo,Balcony,7,150,22.89,1098.66,International,False
2023-10-02 16:46:00,Symphony Orchestra,General Admin,3,150,39.61,347.03,International,False
2023-10-02 16:47:00,Comedy Night,VIP,5,25,41.05,592.77,Local,False
2023-10-02 16:48:00,Symphony Orchestra,Balcony,7,150,25.42,708.39,Local,False
2023-10-02 16:49:00,Symphony Orchestra,Early Bird,2,300,34.41,901.23,International,False
2023-10-02 16:50:00,Symphony Orchestra,VIP,3,25,44.02,2195.67,International,False
2023-10-02 16:51:00,Symphony Orchestra,Balcony,4,150,42.28,2490.42,Local,False
2023-10-02 16:52:00,Rock Fest '24,Early Bird,1,300,20.57,952.75,Out of State,False
2023-10-02 16:53:00,Rock Fest '24,Early Bird,5,300,5.66,805.0,International,False
2023-10-02 16:54:00,Tech Expo,VIP,1,300,41.21,1427.23,Local,False
2023-10-02 16:55:00,Rock Fest '24,General Admin,5,300,5.32,1787.75,Local,False
2023-10-02 16:56:00,Tech Expo,Early Bird,3,25,37.46,664.47,International,False
2023-10-02 16:57:00,Comedy Night,VIP,7,50,33.44,625.17,Local,False
2023-10-02 16:58:00,Comedy Night,General Admin,7,50,41.68,191.77,International,False
2023-10-02 16:59:00,Symphony Orchestra,VIP,3,50,8.1,724.4,Local,True
2023-10-02 17:00:00,Tech Expo,VIP,1,150,43.82,1138.3,Out of State,False
2023-10-02 17:01:00,Tech Expo,Balcony,1,50,33.55,1976.56,Local,False
2023-10-02 17:02:00,Tech Expo,Early Bird,3,25,9.21,1933.45,Out of State,False
2023-10-02 17:03:00,Symphony Orchestra,Balcony,2,150,42.04,2295.89,International,False
2023-10-02 17:04:00,Symphony Orchestra,General Admin,5,300,43.96,2029.18,Out of State,False
2023-10-02 17:05:00,Symphony Orchestra,Balcony,7,300,21.24,1083.46,International,False
2023-10-02 17:06:00,Rock Fest '24,General Admin,3,300,35.64,2014.62,International,False
2023-10-02 17:07:00,Symphony Orchestra,General Admin,4,50,17.25,911.12,International,False
2023-10-02 17:08:00,Rock Fest '24,Early Bird,3,25,41.12,1667.98,International,False
2023-10-02 17:09:00,Symphony Orchestra,Balcony,3,25,36.58,2477.46,Local,False
2023-10-02 17:10:00,Rock Fest '24,General Admin,6,150,41.56,1673.82,International,False
2023-10-02 17:11:00,Tech Expo,VIP,5,50,11.99,722.26,Out of State,False
2023-10-02 17:12:00,Symphony Orchestra,General Admin,4,25,10.64,662.46,International,False
2023-10-02 17:13:00,Rock Fest '24,Early Bird,1,25,43.63,944.06,Local,False
2023-10-02 17:14:00,Symphony Orchestra,VIP,4,25,21.53,2355.53,Out of State,False
2023-10-02 17:15:00,Comedy Night,General Admin,6,25,15.39,1979.95,International,False
2023-10-02 17:16:00,Tech Expo,VIP,3,300,44.9,2467.41,Out of State,False
2023-10-02 17:17:00,Symphony Orchestra,Early Bird,7,50,44.6,1672.78,Out of State,False
2023-10-02 17:18:00,Rock Fest '24,Balcony,5,25,29.28,1482.46,Local,False
2023-10-02 17:19:00,Comedy Night,VIP,1,50,18.23,898.02,International,False
2023-10-02 17:20:00,Comedy Night,General Admin,2,25,11.34,104.69,Local,False
2023-10-02 17:21:00,Comedy Night,Early Bird,6,300,30.0,337.03,Local,False
2023-10-02 17:22:00,Symphony Orchestra,General Admin,5,150,39.09,1374.04,International,False
2023-10-02 17:23:00,Tech Expo,General Admin,5,25,12.23,330.8,International,False
2023-10-02 17:24:00,Comedy Night,Early Bird,2,25,14.75,1933.65,Local,True
2023-10-02 17:25:00,Tech Expo,Balcony,2,150,31.48,789.5,Out of State,False
2023-10-02 17:26:00,Comedy Night,Balcony,3,50,16.95,1959.39,Local,False
2023-10-02 17:27:00,Comedy Night,General Admin,1,50,40.69,374.44,Out of State,False
2023-10-02 17:28:00,Symphony Orchestra,Early Bird,6,150,9.17,347.08,Local,False
2023-10-02 17:29:00,Rock Fest '24,Early Bird,7,25,32.56,670.64,Local,False
2023-10-02 17:30:00,Comedy Night,Early Bird,2,150,9.5,1914.37,International,False
2023-10-02 17:31:00,Comedy Night,General Admin,4,25,7.15,1301.34,Local,False
2023-10-02 17:32:00,Rock Fest '24,General Admin,5,50,21.39,356.03,Out of State,False
2023-10-02 17:33:00,Rock Fest '24,General Admin,5,150,40.37,1969.96,International,False
2023-10-02 17:34:00,Rock Fest '24,VIP,5,50,13.21,215.03,International,False
2023-10-02 17:35:00,Symphony Orchestra,General Admin,2,25,41.9,444.89,Local,False
2023-10-02 17:36:00,Symphony Orchestra,Balcony,1,25,14.91,800.37,Out of State,False
2023-10-02 17:37:00,Tech Expo,VIP,4,25,19.07,764.2,Out of State,False
2023-10-02 17:38:00,Tech Expo,VIP,6,25,36.19,1551.23,Out of State,False
2023-10-02 17:39:00,Symphony Orchestra,Balcony,3,150,25.43,2481.85,Out of State,False
2023-10-02 17:40:00,Rock Fest '24,General Admin,6,50,40.74,356.08,International,False
2023-10-02 17:41:00,Symphony Orchestra,VIP,7,50,29.59,1381.55,International,True
2023-10-02 17:42:00,Rock Fest '24,VIP,7,50,42.42,2110.64,Out of State,False
2023-10-02 17:43:00,Comedy Night,General Admin,1,300,20.66,429.44,International,False
2023-10-02 17:44:00,Tech Expo,General Admin,2,50,20.46,954.38,Local,False
2023-10-02 17:45:00,Rock Fest '24,Early Bird,1,50,16.46,1558.86,Out of State,False
2023-10-02 17:46:00,Tech Expo,Balcony,5,50,26.31,602.28,Local,False
2023-10-02 17:47:00,Symphony Orchestra,Balcony,6,50,6.52,1766.14,International,False
2023-10-02 17:48:00,Symphony Orchestra,Early Bird,2,50,44.14,2291.28,International,False
2023-10-02 17:49:00,Comedy Night,Balcony,5,50,39.18,2318.6,Local,False
2023-10-02 17:50:00,Rock Fest '24,Early Bird,4,150,37.92,312.93,Out of State,False
2023-10-02 17:51:00,Symphony Orchestra,VIP,6,25,37.7,2077.37,International,False
2023-10-02 17:52:00,Symphony Orchestra,General Admin,4,300,17.17,1845.82,International,False
2023-10-02 17:53:00,Symphony Orchestra,VIP,6,150,5.57,515.66,Local,False
2023-10-02 17:54:00,Rock Fest '24,Balcony,3,50,25.48,1842.07,Out of State,False
2023-10-02 17:55:00,Comedy Night,General Admin,7,300,28.53,1352.9,International,False
2023-10-02 17:56:00,Comedy Night,VIP,6,150,36.72,581.27,Local,True
2023-10-02 17:57:00,Symphony Orchestra,VIP,4,50,24.72,759.53,Local,False
2023-10-02 17:58:00,Symphony Orchestra,Early Bird,4,300,29.98,2345.47,Out of State,False
2023-10-02 17:59:00,Tech Expo,VIP,6,150,21.52,936.57,Local,False
2023-10-02 18:00:00,Tech Expo,General Admin,6,50,29.22,354.96,International,False
2023-10-02 18:01:00,Comedy Night,Balcony,4,150,23.22,289.1,International,False
2023-10-02 18:02:00,Rock Fest '24,Early Bird,2,300,15.7,2117.08,Local,True
2023-10-02 18:03:00,Tech Expo,General Admin,3,300,23.91,2218.84,International,False
2023-10-02 18:04:00,Tech Expo,VIP,6,25,13.3,1331.72,Out of State,False
2023-10-02 18:05:00,Rock Fest '24,Early Bird,5,150,11.93,1424.33,Out of State,False
2023-10-02 18:06:00,Comedy Night,VIP,7,300,14.6,1914.32,Local,False
2023-10-02 18:07:00,Tech Expo,Balcony,1,50,11.59,1674.69,Out of State,False
2023-10-02 18:08:00,Symphony Orchestra,VIP,2,300,17.95,1815.17,Out of State,False
2023-10-02 18:09:00,Comedy Night,Balcony,1,50,15.15,264.35,International,False
2023-10-02 18:10:00,Rock Fest '24,VIP,4,50,35.52,1697.04,International,False
2023-10-02 18:11:00,Comedy Night,Balcony,3,50,31.55,847.35,Out of State,False
2023-10-02 18:12:00,Comedy Night,General Admin,6,300,10.33,818.98,Out of State,False
2023-10-02 18:13:00,Tech Expo,Balcony,4,150,11.17,2324.35,International,False
2023-10-02 18:14:00,Symphony Orchestra,Balcony,3,50,5.93,1617.17,Out of State,False
2023-10-02 18:15:00,Symphony Orchestra,Early Bird,3,50,36.77,2197.62,Local,False
2023-10-02 18:16:00,Tech Expo,Early Bird,1,300,16.01,2480.5,Local,False
2023-10-02 18:17:00,Rock Fest '24,VIP,7,300,29.97,377.02,Out of State,False
2023-10-02 18:18:00,Comedy Night,VIP,7,150,7.85,556.0,Out of State,False
2023-10-02 18:19:00,Tech Expo,VIP,7,50,17.11,2214.74,International,False
2023-10-02 18:20:00,Tech Expo,Balcony,4,300,13.66,220.34,Local,False
2023-10-02 18:21:00,Symphony Orchestra,Balcony,3,150,14.18,1556.46,International,False
2023-10-02 18:22:00,Symphony Orchestra,Balcony,1,300,18.14,2047.59,Out of State,False
2023-10-02 18:23:00,Rock Fest '24,VIP,6,150,35.74,930.4,Local,False
2023-10-02 18:24:00,Comedy Night,VIP,6,150,8.36,1234.66,Out of State,False
2023-10-02 18:25:00,Comedy Night,Early Bird,5,150,14.58,1440.82,Out of State,False
2023-10-02 18:26:00,Tech Expo,General Admin,5,300,6.45,946.03,Local,False
2023-10-02 18:27:00,Rock Fest '24,VIP,3,150,38.89,1499.91,Out of State,False
2023-10-02 18:28:00,Comedy Night,General Admin,2,25,28.19,306.64,Out of State,True
2023-10-02 18:29:00,Symphony Orchestra,General Admin,2,50,44.01,2467.74,International,False
2023-10-02 18:30:00,Rock Fest '24,General Admin,4,300,25.59,1865.84,Out of State,False
2023-10-02 18:31:00,Tech Expo,VIP,5,50,30.38,2215.83,Local,False
2023-10-02 18:32:00,Comedy Night,General Admin,5,300,28.59,1988.07,Local,False
2023-10-02 18:33:00,Comedy Night,General Admin,6,25,27.21,361.05,International,False
2023-10-02 18:34:00,Tech Expo,VIP,5,150,41.94,1838.36,Out of State,False
2023-10-02 18:35:00,Comedy Night,Balcony,3,300,21.82,2434.76,Out of State,False
2023-10-02 18:36:00,Comedy Night,VIP,1,150,39.3,1832.95,Out of State,False
2023-10-02 18:37:00,Tech Expo,Balcony,1,50,33.23,62.49,International,True
2023-10-02 18:38:00,Rock Fest '24,General Admin,7,150,19.24,2249.16,Out of State,False
2023-10-02 18:39:00,Rock Fest '24,General Admin,2,300,43.92,311.11,Out of State,False
2023-10-02 18:40:00,Tech Expo,General Admin,4,300,21.88,1322.27,Local,False
2023-10-02 18:41:00,Comedy Night,VIP,1,50,44.07,2368.77,International,False
2023-10-02 18:42:00,Tech Expo,General Admin,6,300,20.11,1990.76,Local,False
2023-10-02 18:43:00,Comedy Night,General Admin,3,300,34.52,378.96,International,False
2023-10-02 18:44:00,Comedy Night,General Admin,1,50,13.64,1025.19,Out of State,False
2023-10-02 18:45:00,Symphony Orchestra,General Admin,6,50,22.69,2236.35,International,False
2023-10-02 18:46:00,Symphony Orchestra,Early Bird,1,25,20.28,561.78,International,False
2023-10-02 18:47:00,Rock Fest '24,Early Bird,7,300,11.95,186.77,Out of State,False
2023-10-02 18:48:00,Symphony Orchestra,VIP,7,150,15.0,2047.83,Out of State,False
2023-10-02 18:49:00,Comedy Night,VIP,6,25,13.23,1903.0,Out of State,False
2023-10-02 18:50:00,Tech Expo,Early Bird,3,50,10.72,1457.46,Local,False
2023-10-02 18:51:00,Rock Fest '24,VIP,7,300,43.66,685.23,Local,True
2023-10-02 18:52:00,Comedy Night,General Admin,5,300,36.09,1910.81,Out of State,False
2023-10-02 18:53:00,Rock Fest '24,Early Bird,2,150,34.12,1781.03,Out of State,False
2023-10-02 18:54:00,Rock Fest '24,VIP,5,300,30.39,855.23,Out of State,False
2023-10-02 18:55:00,Tech Expo,Early Bird,5,300,10.6,2309.69,Local,False
2023-10-02 18:56:00,Comedy Night,Balcony,3,25,11.02,1946.78,International,False
2023-10-02 18:57:00,Tech Expo,General Admin,4,150,37.96,1859.16,Out of State,False
